P45985	Q14315
Q14746	Q9H9E3
Q9H9E3	Q9UP83
P83436	Q9H9E3
P83436	Q9UP83
Q15768	Q9NX52
P19793	Q5QJE6
P37231	Q5QJE6
Q5QJE6	Q92731
Q96PF2	Q9UJT2
Q96PF2	Q96PF2
O14763	Q3ZCQ8
P04637	Q7Z2E3
P04637	P09874
P09874	P18887
P04637	P18887
O14746	Q96EZ8
O94985	P05067
O94985	P49768
P01112	Q13671
P01112	Q12967
P01112	Q5U651
O15211	P01112
P10275	Q15020
O43264	Q9P2W9
Q6NUQ1	Q9P2W9
O00161	Q9P2W9
Q8WVM8	Q9P2W9
O75396	Q9P2W9
O75396	Q13190
O43264	Q6NUQ1
P15172	P41134
P35968	Q15464
Q12959	Q14500
P78352	Q14500
Q14500	Q9NZW5
Q02410	Q14500
O14936	Q14500
Q14500	Q92796
Q14500	Q15700
O14910	Q14500
Q14500	Q9NUP9
Q14500	Q9HAP6
O14639	Q14500
P11532	Q14500
Q13424	Q14500
Q13884	Q14500
Q13425	Q14500
Q14500	Q9Y4J8
P48050	Q12959
O14936	P48050
P48050	Q9NUP9
P11532	P48050
P48050	Q13424
P15153	Q9H4E7
P63000	Q9H4E7
P61586	Q9H4E7
P60953	Q9H4E7
Q12959	Q96PE1
P12643	Q6X4U4
P12644	Q6X4U4
P18075	Q6X4U4
P11831	Q8IZQ8
O75385	Q96PV0
Q8IYT8	Q96PV0
O00560	O75385
O00560	P20339
P25025	Q7L804
P25025	Q9ULV0
O76041	Q15942
Q14847	Q15942
P05121	Q07954
P37088	Q16623
P51170	Q16623
P51168	Q16623
Q13485	Q9Y297
P84022	Q9Y297
P01138	Q99523
P01138	P08138
P01138	P04629
Q71SY5	Q96RN5
P49336	Q71SY5
O75586	Q71SY5
O75586	Q96RN5
O75586	P49336
Q06455	Q9Y618
O76064	P19793
P27824	Q07954
P27797	Q07954
Q07954	Q13087
P10415	P22736
P19793	P22736
P10415	Q16611
P35968	Q9UIW2
Q9UHI6	Q9UKV8
P57678	Q9UKV8
Q13153	Q92974
P27348	Q92974
Q8IZQ8	Q969V6
O14910	P48050
O14936	Q12959
O14910	Q12959
Q12959	Q9NUP9
Q02410	Q12959
O14910	O14936
O14936	Q9HAP6
Q02410	Q9HAP6
O14936	Q9NUP9
Q02410	Q9NUP9
P19838	Q8IV45
Q04206	Q8IV45
P26651	P35658
P01042	Q03405
P06241	Q9Y210
P12931	Q9Y210
Q07699	Q12860
P17676	Q9ULK4
P17676	P49336
O95402	P17676
O15205	Q9Y5A7
P20963	Q13432
P01730	Q13432
P06239	Q13432
P06241	Q13432
O95630	Q9Y3C5
O95630	Q9HAU4
O76080	Q9Y6K9
O76080	Q9Y4K3
O75925	Q9Y6K1
O75928	Q9Y6K1
Q9UBC3	Q9Y6K1
O15143	Q13153
P31749	Q13153
Q12967	Q969H4
P31749	Q9H8T0
Q16531	Q7L5Y6
Q13619	Q7L5Y6
Q7L5Y6	Q8NHY2
P62877	Q7L5Y6
Q16531	Q8NHY2
Q13619	Q8NHY2
P62877	Q8NHY2
P05412	Q8NHY2
P00918	Q2Y0W8
P26358	P49758
O15083	Q9UPA5
O15083	Q86UR5
O15083	Q9UPW8
Q86UR5	Q9UPA5
Q9UPA5	Q9UPW8
P20336	Q9UPA5
O15083	Q9Y6V0
P23528	Q92598
Q92598	Q9NP97
P22314	Q92598
P00558	Q92598
Q15102	Q92598
P35611	Q92598
Q7RTN6	Q9Y376
P08865	P45973
P28482	Q14192
O75840	Q6PIJ6
Q96RI1	Q9UBK2
P04049	Q96D21
P01112	P42336
P42336	Q96D21
O15105	Q9HAU4
O15105	Q9HCE7
O15432	O60894
O15432	O60895
O15432	O60896
O60894	Q16602
Q96N16	Q9UBS5
P07900	Q16543
O75177	Q92793
O75177	Q09472
Q9NZN5	Q9NZN5
Q92888	Q92888
Q9Y3D6	Q9Y3D6
O75081	Q06455
O75925	Q8WWQ8
O14986	Q5T9C9
O60331	Q5T9C9
Q5T9C9	Q99755
O15068	P63000
O15068	P60953
Q13363	Q9H334
O15409	Q13363
Q9H334	Q9H334
O15409	Q9H334
Q8IVH2	Q9H334
O15409	O15409
O15409	Q8IVH2
Q8IVH2	Q8IVH2
Q14190	Q9HBZ2
O00327	O15516
O15516	Q8WYA1
P49674	P56645
P51159	Q70J99
P17252	Q5JVS0
O14777	Q8NBT2
O14777	Q9HBM1
O14777	Q9BZD4
Q05513	Q9UHY8
Q71U36	Q9Y3M8
O60333	Q9Y3M8
P04035	Q9Y3M8
Q9H4G0	Q9Y3M8
Q6STE5	Q9Y3M8
Q86VP1	Q9Y3M8
P07900	Q9Y3M8
Q14643	Q9Y3M8
O60241	Q9Y3M8
Q15796	Q9Y6X2
P84022	Q9Y6X2
Q13485	Q9Y6X2
Q09472	Q9Y6X2
Q92793	Q9Y6X2
P01023	Q9UKR3
Q14643	Q9NZU7
P25963	Q8N668
P51571	Q76N89
P00441	Q76N89
P00441	P51571
P24928	Q96S94
P62258	Q13164
P31946	Q13164
Q9H2X6	Q9UER7
Q16881	Q9NS18
Q8NDI1	Q9NZN4
O14939	Q03135
Q03135	Q92482
O14939	Q92482
P08246	P0DPK4
P08246	Q7Z3S9
P56177	Q13485
O43318	Q15750
O43318	Q9NYJ8
O43318	Q8N5C8
Q15750	Q8N5C8
P15976	Q13547
O15379	P15976
P15976	P56524
P15976	Q9UQL6
Q9Y2M5	Q9Y2M5
P68133	Q9Y2M5
P01011	Q96KC8
P05412	P18847
Q9NPF5	Q9UK53
O43747	Q8NC96
O43747	Q9NVZ3
Q9NVZ3	Q9UJY5
Q9NVZ3	Q9UJY4
P35813	Q14832
O00471	P62330
Q8TEB7	Q96FW1
P40818	Q96FW1
P40818	Q8TEB7
Q09428	Q8WZA2
Q8WZA2	Q9UQ26
Q76FK4	Q7L523
Q76FK4	Q9NQL2
Q76FK4	Q9HB90
Q76FK4	Q9Y221
Q08945	Q8TD19
Q9H4I2	Q9Y6X8
P30304	Q13464
P20585	P43246
P43246	Q13535
P52701	Q14683
O00203	Q99726
P56945	Q9C0H9
P46108	Q9C0H9
P84022	Q6ZNA4
O43541	Q6ZNA4
O15105	Q6ZNA4
P36897	Q9HCE7
Q9NP99	Q9NP99
P63096	Q9Y4H4
P56537	P63244
P36956	Q8WVJ9
P23497	Q9H2X6
O95931	Q06587
O75694	Q53GS7
P13645	Q53GS7
Q53GS7	Q9UBK9
P50281	Q07954
O15516	Q09472
O00327	Q09472
Q09472	Q99743
O00327	Q92831
O15516	Q92831
Q99743	Q9Y6Q9
Q92831	Q99743
Q92793	Q99743
O43823	P30281
O43823	P24385
O43823	P30279
P46531	P84022
O00330	P10515
P10515	P11177
P21817	Q13061
P04637	Q9BTV7
P04637	Q8TDN4
P35232	Q01094
P35232	Q13547
P13501	P18827
P13501	P31431
P13501	P51681
Q03113	Q12802
O96004	Q14738
O96004	P17252
P17252	P61296
O96004	P17612
P17612	P61296
Q15648	Q9UBK2
Q9UBK2	Q9Y2X0
Q9NVC6	Q9UBK2
Q13503	Q9UBK2
Q93074	Q9UBK2
O60244	Q9UBK2
Q9H944	Q9UBK2
P37231	Q9UBK2
P49798	P50148
O15492	P50148
O15492	Q14344
Q14344	Q92888
Q03113	Q92888
O60925	P68133
O60925	Q71U36
P61758	Q9UHV9
O15212	Q99471
Q96AV8	Q96AV8
Q8N5C8	Q9NYJ8
O43318	P52564
P05412	P45983
Q8N5C8	Q8N5C8
Q9NYJ8	Q9NYJ8
Q9NYJ8	Q9Y4K3
Q8N5C8	Q9Y4K3
O43318	Q9Y4K3
O43318	Q12933
Q12933	Q8N5C8
O95171	Q9H3M7
P00451	P49257
O94868	Q96QZ7
O14936	O94868
Q96IZ0	Q9NY61
O14599	Q66K74
P19022	P35221
P19022	P35222
P14923	P19022
O60716	P19022
P19022	P55287
P15311	Q09666
O60437	P15311
P02549	P15311
P15311	Q9BXM0
P78347	Q06187
Q08170	Q13627
Q13627	Q96S94
Q13243	Q13627
Q13627	Q8N2M8
Q07955	Q13627
P19338	P31949
P08047	P19338
P09874	Q2M1K9
O60573	Q9Y4X5
O60573	P68036
P68036	Q9Y4X5
P25815	Q15109
O94763	P19388
P48995	Q13255
O60784	Q7Z3T8
O00512	Q9Y3Y4
Q15796	Q8N6I1
P84022	Q8N6I1
Q13485	Q8N6I1
P62913	Q00987
P46777	Q00987
P42771	Q00987
Q00987	Q8N726
P42771	P62913
P62913	Q8N726
P04637	P62913
P04637	P42771
P04637	Q8N726
Q01105	Q13887
Q09472	Q13887
O60921	Q6WBX8
O75943	Q6WBX8
O60671	Q6WBX8
O60671	Q99638
O60921	Q99638
O75943	Q99638
Q8NHY5	Q99638
Q6WBX8	Q8NHY5
Q9BVW5	Q9UNS1
P27694	Q9BVW5
Q49AN0	Q9UNS1
O14757	Q9UNS1
O75925	P63279
P63279	Q9H2X6
O95551	P63279
O75925	P63165
O75928	P63165
P63165	Q9H2X6
O95551	P63165
P41220	Q13976
O75379	P68400
O75379	Q6VY07
P62166	Q9UBF8
P01308	Q9BRA2
P01178	Q9BRA2
P01185	Q9BRA2
P01185	Q03164
P01308	Q03164
P01178	Q03164
Q03164	Q99683
P63167	Q9BRA2
P23528	Q9BRA2
O75943	P35250
O75943	P40938
O75943	P35249
O75943	P40937
P13569	P48048
P51531	Q15532
P23258	Q9NS23
P07437	Q9NS23
O75410	Q9UK45
O75410	Q8NHU6
O75410	Q14008
Q00537	Q8NHU6
O60941	P33176
P20339	Q15075
P08670	Q14203
Q14203	Q14204
P04049	Q8WXI2
P11233	Q8WXI2
Q13129	Q8WXI2
O00168	P27348
O00168	P05026
O00168	P05023
O60749	Q96RU3
Q9HCJ2	Q9Y2I2
P35222	Q9UKB5
P12830	Q9UKB5
P35579	Q96L34
P35580	Q96L34
P34932	Q96L34
P23258	Q96L34
P68133	Q96L34
P07437	Q96L34
Q71U36	Q96L34
P11137	Q96L34
P10636	Q96L34
P27816	Q96L34
Q96QT4	Q96QT4
Q16695	Q96QT4
P02686	Q96QT4
Q9UJY1	Q9UJY1
Q16082	Q9UJY1
Q01094	Q96MG7
P08138	Q99608
P08138	Q96MG7
P61962	Q13627
P61962	Q9Y463
P61962	Q92630
Q15042	Q9UNE2
P51159	Q9UNE2
O14795	Q9UNE2
P50552	Q96QU8
P62826	Q96QU8
P68133	Q96QU8
P07737	Q96QU8
O60610	Q96QU8
Q8N8S7	Q96QU8
P15923	Q13309
P78357	Q9NQC3
P78357	Q09470
P16389	P78357
Q09470	Q9NQC3
P16389	Q9NQC3
P19438	Q8TEL6
Q15628	Q8TEL6
O14920	Q8TEL6
Q8TEL6	Q9Y6K9
O15111	Q8TEL6
Q12933	Q8TEL6
Q13546	Q8TEL6
P63146	Q8IWV8
O75688	Q9Y6K9
O14920	O75688
O15111	O75688
O14744	P22087
P22087	Q99873
P22087	Q07021
P0DPH7	P22087
P22087	Q9H4B7
P06239	P42336
P06239	P46531
P42336	P46531
Q504Q3	Q58A45
P11940	Q504Q3
P23921	P31350
P23921	Q7LG56
Q86SG2	Q8WZ42
Q15327	Q8WZ42
Q15327	Q86TC9
Q86TC9	Q8WZ42
Q8WZ42	Q9GZV1
P10276	P48552
P10276	Q92831
Q03001	Q14203
O14745	P48764
Q08170	Q9H307
Q8TF01	Q9H307
O60566	O76070
P63261	Q9Y613
Q9Y613	Q9Y613
P00533	P00533
P04626	P04626
P04626	P27701
P21860	P27701
P19838	Q13887
P49768	Q9NZ42
P49768	Q96BI3
Q92542	Q9NZ42
Q96BI3	Q9NZ42
O00555	Q9NZU7
P05155	P16581
P05155	P16109
O75363	O75363
P35222	Q16790
P12830	Q16790
P35221	Q16790
P46531	Q12860
Q04721	Q12860
Q8IZP0	Q8TE68
Q8IZP0	Q9H6S3
Q8IZP0	Q8TE67
Q12929	Q8IZP0
Q07889	Q12929
Q07889	Q8TE68
Q07889	Q9H6S3
P63261	Q8TE68
P63261	Q9H6S3
P11831	Q969V6
P11831	Q9ULH7
Q9ULH7	Q9ULH7
Q969V6	Q9ULH7
O60784	Q00610
P55011	Q9UEW8
Q6ZMQ8	Q9UEW8
P06396	Q9UEW8
Q9HC10	Q9UEW8
Q96J92	Q9UEW8
Q92598	Q9UEW8
P55011	Q16539
Q16539	Q9UEW8
O43809	P08621
O95429	P41238
O95429	P07900
O95429	P34932
O60260	Q99719
P43403	Q9UJU6
P05231	P08887
P17980	P40337
P40337	Q16665
P17980	Q16665
P17980	Q99814
P08631	Q13905
Q765I0	Q9UKP6
Q15022	Q15047
P24864	P49841
P24864	Q969H0
P11161	P51610
P17252	Q16658
P63279	Q5T2W1
Q15599	Q5T2W1
O94887	Q5T2W1
Q5T2W1	Q9H2G2
O14745	Q5T2W1
P63096	Q86YR5
Q86YM7	Q99490
P98164	Q5SW96
P05067	Q92870
O75164	O75376
O75376	P34932
O75376	Q92828
O15379	O75376
O75376	Q13227
O75376	Q9BZK7
O75376	P52732
O75376	Q86T24
O75376	Q9UPN9
O15379	Q86T24
O15379	Q9Y618
Q92900	Q9HAU5
Q92900	Q9BZI7
Q8IU60	Q92900
Q8IZH2	Q92900
Q13868	Q92900
Q92900	Q9NPD3
O95453	Q92900
Q01780	Q92900
Q9HAU5	Q9HAU5
Q8IU60	Q9HAU5
Q8IZH2	Q9HAU5
Q01780	Q9HAU5
Q13868	Q9HAU5
Q9HAU5	Q9NPD3
O95453	Q9HAU5
Q9H1J1	Q9HAU5
Q9BZI7	Q9H1J1
Q8IU60	Q9H1J1
Q8IZH2	Q9H1J1
Q01780	Q9H1J1
Q13868	Q9H1J1
Q9H1J1	Q9NPD3
O95453	Q9H1J1
P11234	Q8IYI6
P11233	Q15311
P11234	Q96KP1
O00471	O60645
Q12809	Q5I7T1
P19174	Q9Y2X7
P58400	Q8N2Q7
Q8N2Q7	Q9ULB1
Q8TDU9	Q8WXF3
P07355	P13688
P04150	P05412
P04150	P40763
P05019	Q16270
O15379	P13056
P03372	Q05516
P04150	Q05516
P49959	Q14676
O60934	Q14676
Q14676	Q92878
P04637	Q14676
Q13315	Q14676
P55884	Q14152
O75821	Q14152
O75822	Q14152
Q14152	Q99613
O75822	Q9UBQ5
O75821	Q9UBQ5
Q99613	Q9UBQ5
Q14145	Q16236
Q14244	Q9HBA0
P35080	Q13464
P63165	Q9NS56
Q6XD76	Q99081
Q7RTU1	Q99081
Q7RTU3	Q99081
P62873	Q6ZSZ5
Q16625	Q9UDY2
O14908	P22888
P68133	Q96AX9
P06400	Q15014
Q15014	Q9Y605
Q15014	Q9UKV0
Q05193	Q6XZF7
Q6XZF7	Q96F07
Q6XZF7	Q92558
P34932	Q6XZF7
O00401	Q6XZF7
Q6XZF7	Q8TF74
Q16643	Q6XZF7
P68133	Q6XZF7
Q6XZF7	Q71U36
A6NGB9	Q6XZF7
P50552	Q6XZF7
Q6XZF7	Q8N8S7
Q6XZF7	Q9Y2A7
O14813	P61296
O14813	P05412
P48995	Q86YM7
Q86YM7	Q9UL62
P48995	Q9NSC5
Q9NSC5	Q9UBN4
Q9NSC5	Q9UL62
P48995	Q14643
Q13507	Q14643
Q14643	Q9UBN4
Q14643	Q9UL62
Q14643	Q9Y210
P31751	Q7Z6J0
Q16584	Q7Z6J0
A8K8P3	P41208
P01040	P07858
P04080	P07858
P01034	P07858
P34932	Q99614
P34932	Q9NZL4
P25685	P34932
O75943	Q07864
O75943	P56282
O75943	Q9NRF9
O75943	Q9NR33
Q13087	Q7Z4N8
P04637	P35232
Q96S59	Q9Y463
P35462	Q96NY7
O75970	P35462
O14908	P35462
P35241	P35462
P14416	Q96NY7
P21917	Q96NY7
P04114	P27824
P09341	Q16570
P13500	Q16570
O75886	P40818
Q92769	Q9BPY8
Q02750	Q6VAB6
P41279	Q6VAB6
Q02246	Q9UHC6
P83369	Q8WTR7
P40616	Q96CN9
P40616	Q8IWJ2
P40616	P53365
P46527	Q5MJ70
P24941	Q5MJ70
P20339	Q8TB24
O00499	Q8TB24
P05067	Q99767
P02795	P58062
P58062	P80294
P13640	P58062
P16452	P58062
O15235	P58062
P58062	Q3YEC7
P22460	Q12959
P07437	Q86SS6
P23528	P53667
P61764	Q00535
P10636	P61764
P61764	Q13885
P61764	P68366
P61764	Q16623
P04053	Q9UMS4
P16581	P19174
P41217	Q8TD46
P29597	P63244
P23458	P63244
P42224	P63244
P24394	P63244
P14784	P63244
P19235	P63244
P29597	P42224
P11215	P24158
P03372	P17861
O14490	Q9Y566
Q9Y566	Q9Y566
Q92934	Q9P1W9
Q8TEW0	Q9Y624
P57087	Q8TEW0
Q8TEW0	Q9BX67
P57087	Q07157
Q07157	Q9BX67
P50570	Q9Y5X1
Q00610	Q9Y5X1
P14780	P42830
P14780	P80162
P02649	Q14114
Q13469	Q13469
Q13547	Q9Y232
Q92769	Q9Y232
P17676	P18146
P15172	P40763
P10244	P49918
P20248	P49918
P20248	P46527
P20248	P38936
P10244	P28749
P28749	P49918
O60563	P01106
P01106	P50750
P05120	P06400
P54252	P55072
O60563	Q9P1T7
Q9P1T7	Q9P1T7
P50750	Q9P1T7
Q9BXJ0	Q9BXJ0
O15379	P10276
P10276	P56524
O15379	P19793
P19793	P56524
P13056	P56524
O15379	P49116
P49116	P56524
O15379	P10275
P10275	P56524
P56524	Q03181
O15379	Q03181
O15379	P37231
P37231	P56524
P56524	Q9UKS7
O60765	P56524
Q13547	Q96ST3
Q92769	Q96ST3
Q09028	Q13547
Q09028	Q92769
P03372	Q99623
P06454	Q99623
P03372	P06454
O95782	Q16555
O95782	P49757
P49757	Q16555
O95782	P32004
P32004	P49757
Q09428	Q14654
O94813	Q8WZ75
P17612	P46940
P24588	P46940
O75629	P11717
Q01851	Q99578
P33076	Q15788
O15527	P18887
Q12879	Q12959
Q12959	Q9UQM7
P42261	Q12959
P12931	Q12879
P06241	Q12879
P01903	P28068
P07900	Q8WVB6
P34932	Q8WVB6
P35250	Q8WVB6
P40938	Q8WVB6
P35249	Q8WVB6
P40937	Q8WVB6
Q8WVB6	Q9BVC3
Q14683	Q8WVB6
O60216	Q8WVB6
P09874	P12004
P09874	P38936
O95831	P0DMV8
O60741	Q9UL51
O60741	Q9P1Z3
O60741	Q9Y3Q4
Q9P1Z3	Q9Y3Q4
Q9UL51	Q9Y3Q4
O60880	Q9UIB8
Q8N4C6	Q8N4C6
P17612	Q8N4C6
O14965	Q8N4C6
Q9Y251	Q9Y251
O15381	Q9UNY4
Q6IA17	Q6IA17
Q6IA17	Q9Y4K3
P14778	Q6IA17
P51617	Q6IA17
O00206	Q6IA17
P08754	P81274
P49918	Q13309
O60260	Q9BT88
P35548	P49715
P46060	P63165
P63165	Q9UBE0
P63165	Q9UBT2
O75335	Q9Y2X7
O75334	Q9Y2X7
O15083	O75334
O75145	Q9Y2X7
O15083	O75145
Q13136	Q9C0E4
O15083	Q9Y2X7
O15083	Q9C0E4
O60237	Q14005
Q14005	Q9BZL4
P48431	Q01860
P01040	P07711
Q13285	Q96CK0
Q13330	Q13547
O94776	Q13547
Q13547	Q13547
Q13547	Q14839
O94776	Q14839
O94776	Q96ST3
O94776	Q13330
O94776	Q92769
Q13330	Q14839
Q13330	Q96ST3
Q13330	Q92769
Q13547	Q16576
O94776	Q09028
O94776	Q16576
Q09028	Q13330
Q13330	Q16576
P04637	Q13330
O94776	P04637
O94776	Q00688
O94776	P25490
Q15438	Q8WWN9
O43739	Q8WWN9
Q8WWN9	Q9UIA0
P00533	P49069
O43463	Q01196
O60563	P35869
P04150	Q9Y6Q9
P04150	P51532
P04150	Q92922
P04150	Q96GM5
P04150	Q969G3
P51532	Q96GM5
Q8TAQ2	Q96GM5
Q92922	Q96GM5
P03372	Q96GM5
Q96GM5	Q96RI1
P06401	Q96GM5
O43293	Q9UER7
O43293	Q96IZ0
P04637	P29590
B3EWF7	Q9UMS0
O95278	Q9UMS0
P23193	P24928
P15151	Q15762
Q15762	Q92692
P25490	P46531
P67775	Q9BTW9
P36404	Q9BTW9
P36404	P67775
P36404	P62714
P36404	Q9Y2T4
P36404	Q14738
P49675	P80303
P49675	Q8TD31
O15551	O95832
O00501	O15551
Q92599	Q99719
O75469	Q15788
P46934	Q13191
P46934	Q969W9
Q9UL18	Q9UPY3
Q9H9G7	Q9UPY3
Q9HCK5	Q9UPY3
Q7Z3Z4	Q9UPY3
Q7Z3Z3	Q9UPY3
Q8TC59	Q9UPY3
P06756	P48745
P02751	P48745
P10145	P18827
Q12959	Q9Y297
P04150	P84022
Q7Z465	Q7Z465
Q07960	Q7Z465
Q12982	Q7Z465
Q07817	Q7Z465
P30533	Q14114
P30533	P98155
P78509	Q14114
P78509	P98155
P04439	Q8NHL6
Q00059	Q8WVM0
Q00059	Q9H5Q4
O00411	Q8WVM0
Q04637	Q9HBH9
P28482	Q9HBH9
O14787	Q9NQ94
Q14814	Q9UQL6
P00519	P07203
Q15116	Q9BQ51
Q9H307	Q9NP64
O75689	P41743
O75689	Q05513
O75689	P42336
O75689	Q15139
P41743	P63104
P63104	Q05513
P63104	Q15139
O75689	Q02156
P04637	P13639
Q96QG7	Q9Y216
Q9Y216	Q9Y216
Q96QG7	Q9Y217
P42336	Q13574
P19174	Q13574
O43525	O43526
O43525	Q9NR82
O14646	Q13547
O14646	Q9NYF8
P49759	Q9NYF8
O14646	P84103
O14646	O75376
O14646	Q15424
O75376	P49759
P49759	P84103
P49759	Q15424
Q9NZ53	Q9NZ53
P14151	Q9NZ53
P10915	P13611
P25025	P25025
P00709	Q71DI3
Q07954	Q92993
Q86YM7	Q92736
P04406	P14859
P04406	P09086
P14859	Q14207
P14859	P31948
P04406	P31948
P04406	Q14207
P31948	Q14207
P01375	Q15628
P01375	Q15311
P01375	Q12933
Q14790	Q15311
Q14790	Q15628
Q13077	Q14790
Q12933	Q14790
Q13490	Q14790
O15519	Q14790
O15519	Q92851
P51572	Q9UHQ4
P11912	P40259
P51572	P51572
P25098	P50148
P25098	P30679
P30679	P41220
P41220	P50148
P07948	Q92835
P21854	Q92854
P21854	P29350
O14965	P61088
P06493	P98082
P98082	Q13526
Q02779	Q13562
P42858	Q13562
P41238	P52292
Q05397	Q99828
P84095	Q8IZ81
P84095	Q14185
P63000	Q13153
P25791	Q02575
P15923	Q02575
P00533	P17252
O00161	Q9NSN8
P0DPQ6	P68400
P35638	P68400
P63261	Q99689
P03372	Q13569
P04150	Q13569
P10276	Q13569
P19793	Q13569
P10827	Q13569
P10275	Q13569
P11473	Q13569
P06401	Q13569
P12755	Q9H2X6
Q15797	Q9H2X6
P12755	Q15797
Q15796	Q9H2X6
P12755	Q15796
P12755	P84022
P84022	Q9H2X6
P12755	Q13485
Q13485	Q15797
P17693	P17693
P11233	Q8IZJ4
P11234	Q8IZJ4
P62834	Q8IZJ4
O95197	Q16739
P01106	P49715
P01106	P17676
O15259	Q9Y283
O15259	P07437
O15259	Q7Z494
Q04917	Q86UR5
Q04917	Q9UQ26
Q86UR5	Q9UQM7
Q04917	Q9Y2J0
O15162	P12931
O15162	P29353
P40763	Q9P0J0
P45973	Q9UBC3
P26358	Q9UBC3
P26358	P45973
P45973	Q9Y6K1
Q13490	Q9NR28
O43464	Q13490
P15170	Q13490
O43464	P98170
O43464	Q13489
P15170	P98170
O60500	Q96J84
Q07157	Q96J84
Q92813	Q9Y2K6
O00429	Q9Y3D6
P63096	Q9NPG2
P09471	Q9NPG2
P22460	P78352
P22460	P35609
P35609	Q12959
Q9NZ72	Q9UL62
P16949	Q9UL62
Q93045	Q9UL62
Q9H169	Q9UL62
A7KAX9	Q13224
A7KAX9	P61586
A7KAX9	P60953
P48995	Q9Y210
P48995	Q13507
Q13507	Q9UBN4
Q9UBN4	Q9Y210
P48995	Q9UBN4
Q9UL62	Q9Y210
Q13507	Q9UL62
P48995	Q9UL62
P24941	P39748
P20248	P39748
P06493	P39748
P12004	P39748
P06493	P20248
P20248	P24941
P12004	P20248
P01889	Q8N423
P10321	Q8N423
P17693	Q8N423
P01889	Q8NHL6
P10321	Q8NHL6
P17693	Q8NHL6
O14617	P51809
O95721	P51809
P51809	Q9Y2T2
P51809	P60880
P51809	Q16623
O00161	P51809
P51809	Q12846
O15379	P05412
O60825	P27348
O60437	Q8NEY8
P51878	Q8NEY8
P53350	Q9Y266
P53350	Q14203
P62993	Q5SQ64
Q14451	Q5SQ64
Q96A56	Q9H2X6
P04637	Q96A56
Q96PL1	Q9UEW3
Q96QR1	Q9UEW3
P08047	P17676
P08047	Q9NY61
P08047	Q13547
O60331	P62330
O60500	P06241
P43694	P52952
P43694	Q99593
P52952	Q99593
O75460	Q12933
P17252	P43005
P49815	Q15382
P49815	P62834
P11233	P49815
O15503	Q12770
O15503	Q12772
Q13017	Q92730
P52198	Q13017
P61586	Q13017
P21860	P49798
Q13616	Q9H211
Q13309	Q9H211
Q13309	Q13616
Q8TD19	Q8TDX7
Q9BQQ3	Q9BQQ3
P11233	Q96KP1
P24864	P38936
P24864	P24941
P31151	Q01469
P17252	Q13393
Q06787	Q7Z417
Q06787	Q96F07
P29590	Q86WT6
O60716	P63261
O60716	Q14247
O60716	P06241
O60716	P06239
Q00535	Q8IWU2
P48681	Q00535
P20338	P41743
O15066	P20338
O15066	P20339
O94992	P50750
P27361	Q15418
P28482	Q15418
P27361	Q15349
P28482	Q15349
Q16623	Q5T5C0
Q12846	Q5T5C0
O00161	Q5T5C0
O00186	Q9NSN8
O00186	P63027
O00186	Q12846
O14745	P35222
Q03164	Q13547
Q03164	Q13363
O00257	Q03164
O00257	Q13363
P35226	Q03164
O00257	P35226
Q13177	Q96B97
Q96B97	Q9UDY2
P49848	Q96B97
O43426	Q96B97
O00161	Q16623
O00161	P32856
P32856	Q9BV40
O00161	Q13277
O00161	Q12846
O00161	P63027
O00161	Q15836
O00161	Q9BV40
P32856	P63027
P32856	Q15836
P63027	Q13277
Q13277	Q15836
Q8WY64	Q9Y2B0
Q8WY64	Q8WY64
P49795	Q86WC4
Q86WC4	Q86YR5
Q9BZL1	Q9HAZ1
Q05516	Q9H3M7
Q13547	Q9H3M7
P30988	Q07954
A7KAX9	Q9UQC2
A7KAX9	Q13480
A7KAX9	P63000
A7KAX9	P46108
A7KAX9	P16333
A7KAX9	P56945
P27348	Q8IX12
P10515	Q15119
O00330	Q15119
P10415	Q9H2V7
Q07817	Q9H2V7
P16389	P22460
O00253	P32245
O43541	Q8N2W9
Q15796	Q8N2W9
P84022	Q8N2W9
Q13485	Q8N2W9
P61024	Q13309
P46527	Q13309
P46527	P61024
Q00613	Q03933
Q9NRI5	Q9Y2D1
Q6VMQ6	Q9NRI5
P02462	Q9NRI5
Q96MT8	Q9NRI5
Q6ZP82	Q9NRI5
Q02833	Q9NRI5
Q15811	Q9NRI5
Q9NRI5	Q9P2H0
Q8TDR0	Q9NRI5
Q9GZM8	Q9NRI5
Q96S59	Q9NRI5
P35609	Q9NRI5
P78559	Q9NRI5
Q9H254	Q9NRI5
Q8NF91	Q9NRI5
P00374	P62942
P02649	P55058
Q86XP1	Q86XP1
Q16760	Q86XP1
O95631	P43146
O95631	Q6ZN44
P06493	Q9UNZ2
P55072	Q9UNZ2
Q92563	Q9BQ16
P10275	Q8WXF1
P10275	Q15233
P21817	Q86YM7
P19237	Q9P0L9
P19634	Q96BS2
P0DP23	P19634
P0DP23	Q8NER1
P01111	P55196
P35222	Q15678
P35221	Q15678
Q07157	Q15678
P14923	Q15678
P48165	Q07157
Q07157	Q9Y6H8
P15311	P25815
O60641	P42566
P02749	Q14114
P55072	P55072
P48547	Q96PR1
P48547	Q12955
P98082	Q92997
O14641	P98082
O14640	P98082
O15169	P98082
O15169	Q92997
P17677	P51178
P28676	P30626
P30626	Q9H553
P11217	P23297
P17302	P23297
P16615	P23297
P23297	Q6P1J6
P14416	P29274
P29274	P29274
